Trump%3A+Canada+has+been+very+rough+on+the+US%3B+%22I+love+Canada%2C+but+they%27ve+outsmarted+our+politicians+for+many+years%22+,crazylittlething
The+USS+Michigan+--+a+guided-missile+submarine+--+arrives+in+Busan%2C+South+Korea+,hitme
John+Kasich+on+Trump%3A+We+have+to+give+the+guy+a+chance%3B+he%27s+never+held+public+office+before.+%23KasichTownHall+,turnbacktime
Samsung+issues+fix+for+Galaxy+S8%27s+red+tint+display+problem%2C+just+days+after+the+phone+was+launched%E2%80%A6+,dearfuturehusband
President+Trump+delivers+remarks+at+Holocaust+Memorial+Museum.+Watch+live+on+CNN+or+%40CNNgo%3A+,isawherstanding
Rep.+Elijah+Cummings%3A+Classified+documents+related+to+former+national+security+adviser+Michael+Flynn+are+%22extremely%E2%80%A6+,gofightwin
This+little+girl+shaved+her+head+for+her+brother+who+has+cancer.+In+just+two+months%2C+she%27s+raised+more+than+%2420%2C000%E2%80%A6+,beverlyhills
Ivanka+Trump+receives+pushback+while+speaking+in+Berlin+after+suggesting+her+father+is+%E2%80%9Ca+tremendous+champion+of+su%E2%80%A6+,joytotheworldtmz
House+Oversight+leaders+hold+briefing+after+review+of+docs+related+to+Russia+investigation%3A+,joytotheworldalexa
Purifying+urine+for+drinking+water+in+space%3F%0A%0A%E2%80%9CBetter+you+than+me%2C%E2%80%9D+Trump+jokes+to+NASA+astronaut+Peggy+Whitson%E2%80%A6+,morningmomo
%22I+am+sad+that+I%27m+not+on+television+anymore%22%3A+Bill+O%27Reilly+makes+first+extended+comments+since+leaving+Fox+News%E2%80%A6+,addamsfamily
Flying+above+the+Arctic+with+NASA%3A+This+photographer+went+to+Earth%27s+extremes+and+captured+the+majesty+of+ice%E2%80%A6+,joytotheworldalexa
Radio+host+Glenn+Beck+says+he+believes+President+Trump+is+%22doing+a+really+good+job+of+misdirection%22%E2%80%A6+,hitme
Sources+tell+CNN+Pres.+Trump+may+propose+slashing+corporate+taxes+to+15%25%2C+but+taxes+that+low+could+be+very+expensiv%E2%80%A6+,weddingmarchbot
Nordstrom+is+selling+%22heavily+distressed%22+muddy+jeans+for+%24425+,beverlyhills
Authorities+are+calling+this+multi-million+dollar+heist+in+Paraguay+the+%22robbery+of+the+century%22+,joytotheworld
Purifying+urine+for+drinking+water+in+space%3F%0A%0A%E2%80%9CBetter+you+than+me%2C%E2%80%9D+Trump+jokes+to+NASA+astronaut+Peggy+Whitson%E2%80%A6+,joytotheworld
Wikipedia+founder+is+launching+a+news+website+in+a+mission+to+fight+fake+news.+It+will+be+called+%22Wikitribune%22%E2%80%A6+,isawherstanding
Kasich+on+forgiveness%3A+%22That%27s+the+power+of+faith%22+and+the+sense+that+justice+will+someday+come.+%23KasichTownHall+,turnbacktime
President+Trump+is+picking+his+first+trade+fight+with+...+Canada.+,joytotheworld
RT+%40CNNPolitics%3A+Tapper%3A+%E2%80%9CIs+there+anybody+in+the+White+House+that+has+ever+run+a+government+before%3F%E2%80%9D%0A%0AChristie%3A+%E2%80%9CI+don%E2%80%99t+think+so%E2%80%9D+,fu
In+a+new+poll%2C+many+Democrats+say+their+own+party+is+out+of+touch+%E2%80%94+numbers+that+%40CillizzaCNN+says+should+scare+Dem%E2%80%A6+,dearfuturehusband
RT+%40CNNPolitics%3A+JUST+IN%3A+The+WH+declines+to+provide+documents+related+to+Michael+Flynn+that+the+House+oversight+committee+requested+,weddingmarch
.%40willripleyCNN+reports+from+inside+N.+Korea+as+it+celebrates+85+years+of+their+army+amid+increasing+tension+with+U%E2%80%A6+,gofightwin
An+email-handling+service+sold+Lyft+receipt+data+to+Uber.+Here%27s+what+to+know+about+apps+collecting+your+email+info%E2%80%A6+,turnbacktime
Coca-Cola+is+planning+to+cut+1%2C200+jobs+after+a+big+drop+in+sales+and+profits+,weddingmarchalexa
The+Trump+administration+is+hitting+Canada+with+stiff+tariffs+of+up+to+24%25+on+lumber+shipped+into+the+United+States+,weddingmarchmomo
RT+%40CNNPolitics%3A+Tapper%3A+%E2%80%9CIs+there+anybody+in+the+White+House+that+has+ever+run+a+government+before%3F%E2%80%9D%0A%0AChristie%3A+%E2%80%9CI+don%E2%80%99t+think+so%E2%80%9D+,crazylittlething
CIA+director+Mike+Pompeo+repeatedly+cited+WikiLeaks+to+attack+Hillary+Clinton+during+the+2016+campaign%E2%80%A6+,gofightwin
Gov.+Chris+Christie+gives+President+Trump+a+%E2%80%9CB%E2%80%9D+and+says+White+House+staff+need+to+%22get+their+act+together%22%E2%80%A6+,turnbacktime
President+Trump+delivers+remarks+at+Holocaust+Memorial+Museum.+Watch+live+on+CNN+or+%40CNNgo%3A+,turnbacktime
The+USS+Michigan+--+a+guided-missile+submarine+--+arrives+in+Busan%2C+South+Korea+,joytotheworldtmz
Lawmakers+in+at+least+18+states+have+proposed+bills+to+crack+down+on+protesting%3B+proponents+point+to+safety+concern%E2%80%A6+,queonda
A+man+who+defected+in+1997+describes+what+it%27s+like+to+be+gay+in+North+Korea%2C+and+the+moment+he+knew+he+had+to+leav%E2%80%A6+,gambler
Who%27s+ready+for+a+second+dose+of+%40jaketapper+all+this+week%3F+Catch+%40TheLeadCNN+in+primetime%2C+starting+9p+ET+on+CNN+,turnbacktime
Ex-girlfriend+of+man+who+killed+Robert+Godwin+Sr.+asks+Kasich+about+resources+concerning+addiction.+%23KasichTownHall+,silentmovie
The+USS+Michigan+nuclear+sub+is+expected+to+make+a+visible+port+call+in+South+Korea%2C+a+US+defense+official+says%E2%80%A6+,weddingmarchmomo
John+Kasich+in+%23KasichTownHall%3A+%22Science+matters%22+,weddingmarchalexa
RT+%40CNNSitRoom%3A+.%40RepKinzinger%3A+Now+is+not+the+time+to+directly+engage+with+North+Korea+,takincare
This+is+America%27s+least+favorite+airline+%28hint%3A+it%27s+not+United%29+,hitme
America+United+or+Divided%3F+%23KasichTownHall+moderated+by+%40andersoncooper+airs+now+on+CNN+,weddingmarchbot
RT+%40CNNPolitics%3A+President+Trump+says+he+does+not+fear+that+there+will+be+a+trade+war+with+Canada+,joytotheworld
Who%27s+ready+for+a+second+dose+of+%40jaketapper+all+this+week%3F+Catch+%40TheLeadCNN+in+primetime%2C+starting+9p+ET+on+CNN+,joytotheworldalexa
Wikipedia+founder+is+launching+a+news+website+in+a+mission+to+fight+fake+news.+It+will+be+called+%22Wikitribune%22%E2%80%A6+,silentmoviemomo
America+United+or+Divided%3F+%23KasichTownHall+moderated+by+%40andersoncooper+airs+tonight+at+10pm+ET+,joytotheworldalexa
Former+Acting+Attorney+General+Sally+Yates+will+testify+May+8+before+a+Senate+investigation+into+Russia%E2%80%A6+,hitme
America+United+or+Divided%3F+%23KasichTownHall+moderated+by+%40andersoncooper+airs+tonight+at+10pm+ET+,dearfuturehusband
Don%27t+even+bother+filling+out+that+Lowe%27s+Mother%27s+Day+coupon+making+the+Facebook+rounds.+It%27s+a+scam.%E2%80%A6+,morningmomo
America+United+or+Divided%3F+%23KasichTownHall+moderated+by+%40andersoncooper+airs+tonight+at+10pm+ET+,silentmoviemomo
The+Canadian+province+of+Ontario+launches+guaranteed+income+program+for+4%2C000+residents+,turnbacktime
Warren+says+opposition+just+gives+Ann+Coulter+a+bigger+platform%3A+%22My+view+is%2C+let+her+speak+and+just+don%27t+show+up%22+,silentmovietmz
President+Trump%27s+budget+calls+for+eliminating+Energy+Star%2C+which+could+benefit+his+properties%E2%80%A6+,gofightwin
A+man+who+defected+in+1997+describes+what+it%27s+like+to+be+gay+in+North+Korea%2C+and+the+moment+he+knew+he+had+to+leav%E2%80%A6+,sonofapreacherman
Star+Wars%3A+%23EpisodeIX+has+been+set+for+a+Memorial+Day+2019+release+,joytotheworld
Trump%27s+goal+of+reducing+the+corporate+tax+rate+without+concern+over+deficits+may+have+a+fatal+problem%3A+Senate+rule%E2%80%A6+,weddingmarch
Ivanka+Trump+is+speaking+in+Berlin%2C+Germany%2C+at+a+women%27s+empowerment+event.+Watch+live%3A+,isawherstanding
Trump+voter%3A+%22Make+America+Great+Again%22+is+a+myth+,dearfuturehusband
Rep.+Elijah+Cummings%3A+Classified+documents+related+to+former+national+security+adviser+Michael+Flynn+are+%22extremely%E2%80%A6+,beverlyhills
A+former+aide+to+New+Jersey+Gov.+Chris+Christie+has+joined+New+York+Gov.+Andrew+Cuomo+as+his+new+chief+of+staff%E2%80%A6+,silentmovie
Is+US+President+Donald+Trump+backing+himself+into+a+corner+on+North+Korea%3F+,gofightwin
Nordstrom+is+selling+%22heavily+distressed%22+muddy+jeans+for+%24425+,weddingmarchalexa
Watch+this+timelapse+of+satellites%2C+meteorites+and+aircraft+streaking+across+the+sky+,silentmovie
Elton+John+cancels+April+and+May+shows+at+Caesars+Palace+in+Las+Vegas+after+hospitalization+for+a+serious+infection%E2%80%A6+,isawherstanding
Satelitte+images+show+a+rare+glimpse+inside+Raqqa%2C+the+isolated+city+held+hostage+by+ISIS+,weddingmarch
America+United+or+Divided%3F+%23KasichTownHall+moderated+by+%40andersoncooper+airs+tonight+at+10pm+ET+,hitme
Trump%27s+goal+of+reducing+the+corporate+tax+rate+without+concern+over+deficits+may+have+a+fatal+problem%3A+Senate+rule%E2%80%A6+,fu
President+Trump%3A+%22We+definitely%2C+desperately+need+the+wall.+...+The+wall+gets+built.+100%25.%22+,joytotheworld
Kasich+on+how+to+address+drug+abuse+and+opioids%3A+It%27s+less+likely+when+people+have+work+and+hope.+%23KasichTownHall+,joytotheworld
Wikipedia+founder+is+launching+a+news+website+in+a+mission+to+fight+fake+news.+It+will+be+called+%22Wikitribune%22%E2%80%A6+,joytotheworldtmz
Ex-girlfriend+of+man+who+killed+Robert+Godwin+Sr.+asks+Kasich+about+resources+concerning+addiction.+%23KasichTownHall+,takincare
President+Trump%3A+%22We+definitely%2C+desperately+need+the+wall.+...+The+wall+gets+built.+100%25.%22+,fu
President+Trump+is+picking+his+first+trade+fight+with+...+Canada.+,queonda
After+a+brief+halt%2C+Air+China%27s+website+is+offering+flights+between+Beijing+and+Pyongyang+again%E2%80%A6+,takeawalk
French+presidential+candidate+Emmanuel+Macron%27s+campaign+was+targeted+in+recent+weeks+by+hackers%2C+cyber+firm+says%E2%80%A6+,weddingmarchbot
Kasich+on+same-sex+marriage%3A+The+court+has+made+its+decision%3B+%E2%80%9CAs+far+as+I%E2%80%99m+concerned%2C+we+move+on%E2%80%9D+%23KasichTownHall+,turnbacktime
Radio+host+Glenn+Beck+says+he+believes+President+Trump+is+%22doing+a+really+good+job+of+misdirection%22%E2%80%A6+,weddingmarch
The+Trump+administration%27s+mixed+messages+ahead+of+the+shutdown+fight+,sonofapreacherman
RT+%40CNNPolitics%3A+Sen.+Chris+Murphy+suggests+Michael+Flynn+could+provide+information+in+exchange+for+%22leniency%22+if+potentially+charged+,crazylittlething
Do+saturated+fats+clog+arteries%3F+A+controversial+paper+says+%22no%2C%22+but+critics+question+these+cardiologists%27+approac%E2%80%A6+,joytotheworldalexa
States+across+the+US+are+considering+legislation+that+would+bar+employers+from+asking+about+applicant%27s+pay+history%E2%80%A6+,dearfuturehusband
Elton+John+cancels+April+and+May+shows+at+Caesars+Palace+in+Las+Vegas+after+hospitalization+for+a+serious+infection%E2%80%A6+,silentmovietmz
Don%27t+even+bother+filling+out+that+Lowe%27s+Mother%27s+Day+coupon+making+the+Facebook+rounds.+It%27s+a+scam.%E2%80%A6+,turnbacktime
Randolph+%22Tex%22+Alles+is+expected+to+be+named+the+next+director+of+the+Secret+Service+on+Tuesday%2C+sources+tell+CNN%E2%80%A6+,silentmoviemomo
The+USS+Michigan%2C+a+guided-missile+submarine%2C+has+arrived+in+South+Korea+amid+ongoing+tensions+with+North+Korea%E2%80%A6+,addamsfamily
A+former+aide+to+New+Jersey+Gov.+Chris+Christie+has+joined+New+York+Gov.+Andrew+Cuomo+as+his+new+chief+of+staff%E2%80%A6+,turnbacktime
This+%22dream+catcher%22+is+turning+his+wildest+imagination+into+incredible+works+of+art+,weddingmarchbot
Don%27t+even+bother+filling+out+that+Lowe%27s+Mother%27s+Day+coupon+making+the+Facebook+rounds.+It%27s+a+scam.%E2%80%A6+,takincare
Organizers+of+UC+Berkeley+event+featuring+Ann+Coulter+sue+the+school+over+efforts+to+reschedule+her+April+27+talk%E2%80%A6+,sonofapreacherman
RT+%40CNNPolitics%3A+Rep.+Cummings+says+there+is+%22no+evidence%22+in+Flynn%27s+security+clearance+docs+that+he+disclosed+payments+from+Russia+,crazylittlething
Uber+unveils+plans+to+demo+flying+cars+by+2020+,dearfuturehusband
Wikipedia+founder+is+launching+a+news+website+in+a+mission+to+fight+fake+news.+It+will+be+called+%22Wikitribune%22%E2%80%A6+,weddingmarchassistant
Former+press+secretary+Josh+Earnest+says+he%27s+rooting+for+Sean+Spicer+to+succeed%2C+but+doesn%27t+feel+a+ton+of+sympath%E2%80%A6+,dearfuturehusband
President+Trump%3A+%22We+definitely%2C+desperately+need+the+wall.+...+The+wall+gets+built.+100%25.%22+,silentmoviemomo
Kasich%3A+The+political+parties+are+undergoing+either+great+change+or+could+be+phased+out+or+eroded.+%23KasichTownHall+,isawherstanding
President+Trump%27s+budget+calls+for+eliminating+Energy+Star%2C+which+could+benefit+his+properties%E2%80%A6+,joytotheworldalexa
RT+%40CNNPolitics%3A+JUST+IN%3A+The+WH+declines+to+provide+documents+related+to+Michael+Flynn+that+the+House+oversight+committee+requested+,takincare
Kitty+Hawk%2C+a+startup+backed+by+Google+co-founder+Larry+Page%2C+released+the+first+footage+of+a+%22flying+car%22+prototyp%E2%80%A6+,silentmoviemomo
Trump%E2%80%99s+priorities+%E2%80%9Chave+not+changed%2C%E2%80%9D+%40PressSec+says.+%E2%80%9CThere+will+be+a+wall+built.%E2%80%9D+,gofightwin
RT+%40CNNSitRoom%3A+Chaffetz+on+Flynn%3A+As+a+former+military+officer%2C+you+simply+cannot+take+money+from+Russia%2C+Turkey%2C+or+anybody+else+,takeawalk
President+Trump+appears+likely+to+propose+a+15%25+tax+rate+for+%22pass-through+businesses%22+as+well+as+corporations%E2%80%A6+,weddingmarchassistant
Former+Acting+Attorney+General+Sally+Yates+will+testify+May+8+before+a+Senate+investigation+into+Russia%E2%80%A6+,weddingmarchalexa
RT+%40CNNPolitics%3A+Rep.+Adam+Kinzinger+says+N.+Korea+doesn%27t+have+the+ability+to+sink+a+US+ship%2C+but+can+%22unleash+hell+on+South+Korea%22+,beverlyhills
RT+%40CNNSitRoom%3A+Chaffetz+on+Flynn%3A+As+a+former+military+officer%2C+you+simply+cannot+take+money+from+Russia%2C+Turkey%2C+or+anybody+else+,crazylittlething
America+United+or+Divided%3F+%23KasichTownHall+moderated+by+%40andersoncooper+airs+tonight+at+10pm+ET+,beverlyhills
Watch+this+timelapse+of+satellites%2C+meteorites+and+aircraft+streaking+across+the+sky+,gofightwin
Kasich+on+same-sex+marriage%3A+The+court+has+made+its+decision%3B+%E2%80%9CAs+far+as+I%E2%80%99m+concerned%2C+we+move+on%E2%80%9D+%23KasichTownHall+,takincare
Samsung+issues+fix+for+Galaxy+S8%27s+red+tint+display+problem%2C+just+days+after+the+phone+was+launched%E2%80%A6+,silentmoviemomo
Cancer+survivor+thanks+John+Kasich+at+%23KasichTownHall%3A+Medicaid+expansion+saved+my+life.+,weddingmarchbot
Flying+above+the+Arctic+with+NASA%3A+This+photographer+went+to+Earth%27s+extremes+and+captured+the+majesty+of+ice%E2%80%A6+,addamsfamily
White+House+official+signals+Trump+won%27t+insist+on+funding+for+border+wall+in+upcoming+spending+bill+showdown%E2%80%A6+,gofightwin
Warren+says+opposition+just+gives+Ann+Coulter+a+bigger+platform%3A+%22My+view+is%2C+let+her+speak+and+just+don%27t+show+up%22+,weddingmarchmomo
After+a+brief+halt%2C+Air+China%27s+website+is+offering+flights+between+Beijing+and+Pyongyang+again%E2%80%A6+,sonofapreacherman
Coca-Cola+is+planning+to+cut+1%2C200+jobs+after+a+big+drop+in+sales+and+profits+,sonofapreacherman
Ross%3A+We+believe+the+Canadians+violated+legitimate+practice+%E2%80%94+it+should+be+corrected+,morningmomo
The+USS+Michigan+nuclear+sub+is+expected+to+make+a+visible+port+call+in+South+Korea%2C+a+US+defense+official+says%E2%80%A6+,weddingmarch
CNN+has+obtained+satellite+images+that+show+Raqqa%2C+ISIS%27+self-declared+capital+in+Northern+Syria%E2%80%A6+,morningmomo
Sen.+Chris+Murphy%3A+The+worry+with+North+Korea+is+with+President+Trump%E2%80%99s+rhetoric+,takeawalk
Sen.+Chris+Murphy%3A+The+worry+with+North+Korea+is+with+President+Trump%E2%80%99s+rhetoric+,sonofapreacherman
Elton+John+cancels+April+and+May+shows+at+Caesars+Palace+in+Las+Vegas+after+hospitalization+for+a+serious+infection%E2%80%A6+,weddingmarchmomoim
A+12-year-old+boy+attempting+to+drive+across+Australia+was+stopped+by+police+after+making+it+800+miles%E2%80%A6+,weddingmarchassistant
A+man+who+defected+in+1997+describes+what+it%27s+like+to+be+gay+in+North+Korea%2C+and+the+moment+he+knew+he+had+to+leav%E2%80%A6+,joytotheworldalexa
Since+2010%2C+17+states+have+executed+260+inmates.+Texas+is+by+far+the+leader+in+putting+people+to+death%3A%E2%80%A6+,queonda
RT+%40CNNPolitics%3A+Spicer+says+it+is+%22very%22+important+to+Trump+that+his+staff+is+%22honest%22+on+security+clearance+forms+,crazylittlething
John+Kasich%3A+%22If+we+keep+fighting%2C+we%E2%80%99re+not+going+to+win%E2%80%9D+%23KasichTownHall+,beverlyhills
RT+%40CNNPolitics%3A+President+Trump+says+he+does+not+fear+that+there+will+be+a+trade+war+with+Canada+,gofightwin
Purifying+urine+for+drinking+water+in+space%3F%0A%0A%E2%80%9CBetter+you+than+me%2C%E2%80%9D+Trump+jokes+to+NASA+astronaut+Peggy+Whitson%E2%80%A6+,gambler
Ex-girlfriend+of+man+who+killed+Robert+Godwin+Sr.+asks+Kasich+about+resources+concerning+addiction.+%23KasichTownHall+,addamsfamily
John+Kasich%3A+%22The+truth+matters.%22+%23KasichTownHall+,dearfuturehusband
President+Trump+may+propose+slashing+the+top+corporate+tax+rate+from+35%25+to+15%25%2C+sources+say+,silentmovie
Federal+judge+blocks+the+Trump+administration+from+enforcing+a+threat+to+take+away+funds+from+sanctuary+cities%E2%80%A6+,gambler
Shea+Moisture+pulls+an+ad+after+getting+hammered+on+social+media+,silentmovie
Coca-Cola+is+planning+to+cut+1%2C200+jobs+after+a+big+drop+in+sales+and+profits+,joytotheworld
Federal+judge+blocks+the+Trump+administration+from+enforcing+a+threat+to+take+away+funds+from+sanctuary+cities%E2%80%A6+,sonofapreacherman
White+House+press+secretary+Sean+Spicer+is+speaking+now.+Watch+live+on+%40CNNGo+,weddingmarchmomo
Watch+this+timelapse+of+satellites%2C+meteorites+and+aircraft+streaking+across+the+sky+,weddingmarchmomo
